call_id,caller,callee,start_time,end_time,duration_sec,call_type,cid,lac,sector,imei,imsi,operator,circle,roaming,lat,lon
148,9495222995,8588928460,2025-11-22 16:40:00,2025-11-22 16:41:32,92,SMS,99120,8136,3,815624319646447,404670586923916,Vi,Gujarat,True,20.042864371661786,81.85213302385166
149,9912402477,6327278114,2025-12-03 12:26:00,2025-12-03 12:30:40,280,SMS,22528,7138,3,606861720088965,404349681802098,BSNL,Gujarat,False,12.82366001999983,85.31047112369636
150,9116941567,8496074436,2025-12-08 11:17:00,2025-12-08 11:23:15,375,INCOMING,49151,5230,1,319004330256280,404829284089865,Airtel,Gujarat,True,16.458343427785785,85.61129561727644
151,9765232413,9719716081,2025-12-08 02:07:00,2025-12-08 02:13:39,399,INCOMING,76523,4211,3,342966494147436,404017293114486,Airtel,Maharashtra,True,26.53225417546646,82.75053358087062
152,7766327287,7616897824,2025-11-28 04:48:00,2025-11-28 04:50:49,169,INCOMING,66026,7666,1,365488294767680,404627010576607,Vi,Karnataka,False,15.832990250671559,85.0662399105461
153,6646035632,7618081546,2025-12-13 22:28:00,2025-12-13 22:37:20,560,SMS,95912,6559,1,367545322216729,404267975849176,Jio,Rajasthan,False,14.31831795345957,82.55448631004711
154,9561233210,9616873242,2025-12-13 21:16:00,2025-12-13 21:25:23,563,INCOMING,99917,4253,2,750500579804769,404448458234978,Vi,Karnataka,True,19.83124416444101,82.24253389168541
155,6574890494,7174274432,2025-11-29 08:25:00,2025-11-29 08:34:47,587,OUTGOING,59842,1745,2,101735408918511,404235642188293,Airtel,Rajasthan,False,27.770407265769613,81.13500480787332
156,8970890715,9491383248,2025-12-19 14:14:00,2025-12-19 14:23:41,581,MISSED,83384,9249,2,921081781665630,404571216205669,Airtel,Gujarat,False,15.872884344184007,83.54889951203754
157,9922017026,8385561012,2025-12-06 03:39:00,2025-12-06 03:39:57,57,INCOMING,14253,8862,1,201252861811684,404227396037284,Vi,Karnataka,False,22.754168758494057,72.85489189527533
158,9251638985,9649207753,2025-12-02 09:47:00,2025-12-02 09:53:48,408,INCOMING,30023,5982,2,892001621669008,404362712325197,Vi,Maharashtra,False,24.18591384525948,85.85567366558071
159,6880662984,6554735469,2025-11-25 22:45:00,2025-11-25 22:54:57,597,INCOMING,18798,2673,2,812487632416818,404741337875148,Airtel,Rajasthan,True,15.802200703878395,85.69318349941418
160,6890035971,6982013373,2025-11-21 06:33:00,2025-11-21 06:40:03,423,SMS,23531,1887,2,963944146457456,404994792285983,BSNL,Maharashtra,False,23.651461577789753,70.52645109462206
161,6201418785,7538297179,2025-11-28 17:41:00,2025-11-28 17:47:15,375,SMS,99114,5985,1,634528744241305,404780706162805,Jio,Rajasthan,True,17.88453012350805,84.86470151016573
162,9570713346,8234085242,2025-12-01 09:42:00,2025-12-01 09:46:02,242,SMS,88390,5274,1,800603020382475,404827004142645,Jio,Gujarat,True,22.11689328949727,72.31965761452201
163,8409210244,6379710429,2025-12-24 15:37:00,2025-12-24 15:41:05,245,INCOMING,20082,6505,2,204306681615098,404243052009872,Airtel,Maharashtra,False,22.136475372174317,76.03213937666456
164,6575591023,8061781758,2025-11-29 19:35:00,2025-11-29 19:37:36,156,MISSED,99698,5937,3,747811723443094,404888133387492,BSNL,Gujarat,True,20.572394945196137,83.38314861324893
165,8664209236,8746036109,2025-12-21 14:36:00,2025-12-21 14:42:19,379,OUTGOING,56858,2717,2,823761281591370,404768383182950,Jio,Karnataka,True,13.444636320870533,72.89367812886955
166,6585711013,8651127487,2025-11-25 09:30:00,2025-11-25 09:33:29,209,SMS,21303,1571,1,437532805946081,404161525507377,Jio,Gujarat,False,25.36483992942781,84.72340643414312
167,8533677153,8734366545,2025-12-03 04:44:00,2025-12-03 04:51:45,465,SMS,48718,5319,3,692763704337742,404386937907634,Jio,Maharashtra,True,17.132481039547773,84.97841520323935
168,9883332030,9119851489,2025-11-21 06:58:00,2025-11-21 07:06:35,515,OUTGOING,78841,5033,1,329409024826848,404927328413006,BSNL,Gujarat,True,14.984296166397668,79.13441920769505
169,7703138299,7279726109,2025-12-05 03:15:00,2025-12-05 03:16:02,62,INCOMING,74645,8797,1,402324996820073,404217744713808,Airtel,Rajasthan,True,12.652402264876223,70.114945690903
170,9420820252,6631675779,2025-11-25 06:44:00,2025-11-25 06:46:56,176,INCOMING,97733,8019,3,336753454230487,404296266983969,Jio,Karnataka,True,21.45428709101187,75.16668639714842
171,8666340101,8115778612,2025-12-01 06:29:00,2025-12-01 06:35:08,368,OUTGOING,83218,1483,2,123920084848844,404539591347946,Jio,Rajasthan,True,22.84102978947652,81.10468453076336
172,8489577514,7031417583,2025-12-08 19:20:00,2025-12-08 19:22:22,142,OUTGOING,17441,5185,3,293282444085106,404472999936760,Vi,Gujarat,True,12.265405262845698,87.66135120449363
173,7976196758,6549952694,2025-11-22 22:34:00,2025-11-22 22:39:43,343,INCOMING,59377,3175,3,689106900512117,404616932859399,BSNL,Delhi,True,20.193488932788497,81.37264348630003
174,6773383043,6781168999,2025-12-05 08:23:00,2025-12-05 08:23:16,16,SMS,77762,3447,3,640424334583479,404106930891970,Airtel,Rajasthan,False,15.623932403167007,74.67646445915487
175,9755165535,8035649730,2025-12-04 13:36:00,2025-12-04 13:45:30,570,SMS,26757,9065,3,806550757134428,404683639908273,BSNL,Gujarat,True,22.3227646465512,81.412102655793
176,8585292860,6825875065,2025-12-24 04:40:00,2025-12-24 04:46:54,414,OUTGOING,74022,3188,3,711543388937618,404086624916484,Airtel,Maharashtra,False,14.789862864079863,79.7197368348854
177,7482118609,7196536411,2025-12-04 07:24:00,2025-12-04 07:25:29,89,MISSED,68628,7961,1,542730284093244,404090575287700,Jio,Maharashtra,True,23.055003809639455,84.03721711272058
178,8356714309,6518127104,2025-11-29 06:16:00,2025-11-29 06:19:36,216,MISSED,94973,2178,2,735565851691353,404194838055457,Vi,Rajasthan,True,18.1877655408086,71.92565149888524
179,6552970160,8162160717,2025-12-04 13:59:00,2025-12-04 14:02:36,216,MISSED,40826,2562,2,494560135870252,404661593807944,BSNL,Rajasthan,False,26.98767981978775,83.69850224503651
180,6396385049,9433441528,2025-11-23 21:59:00,2025-11-23 21:59:29,29,INCOMING,51354,1839,3,196957288551544,404915179186414,Airtel,Maharashtra,False,14.200335106335892,79.74279841616999
181,8197550135,9751991645,2025-12-18 08:27:00,2025-12-18 08:29:20,140,OUTGOING,66479,2990,3,610375521078844,404344786564121,BSNL,Karnataka,False,17.457061616804136,87.3338560694619
182,9729324835,9462608128,2025-12-09 19:17:00,2025-12-09 19:19:20,140,OUTGOING,62689,5412,3,918069929587312,404421699306748,Jio,Delhi,False,13.815576339849425,76.15369898869635
183,6899148494,8304639278,2025-11-21 19:44:00,2025-11-21 19:53:14,554,SMS,99565,6493,2,578103888601613,404935271886875,BSNL,Maharashtra,True,26.795097892457004,81.38719407641106
184,7584472022,8281769037,2025-11-23 01:34:00,2025-11-23 01:42:50,530,MISSED,77273,8939,2,290042512539009,404464124222105,Vi,Maharashtra,False,26.037429654095696,86.77650589918031
185,6157553165,6634534586,2025-12-04 08:31:00,2025-12-04 08:35:56,296,INCOMING,35757,8002,2,684968907133954,404476073247638,Airtel,Karnataka,False,16.12706604344249,71.84517510383223
186,8197637869,9219577194,2025-12-04 15:00:00,2025-12-04 15:04:20,260,OUTGOING,95371,4538,3,265949077259771,404972368414578,BSNL,Gujarat,False,22.559744736546865,86.87011277025613
187,7041402894,6450409663,2025-12-15 15:39:00,2025-12-15 15:40:12,72,INCOMING,68572,7953,3,416490717238902,404980035446811,Airtel,Maharashtra,False,25.07555520321945,82.38194300141464
188,6086205129,8422211622,2025-11-30 07:30:00,2025-11-30 07:33:11,191,OUTGOING,11969,3918,1,510006551140437,404934307151997,Airtel,Gujarat,False,20.8832129855914,71.22106706389309
189,6514374443,7001656856,2025-11-23 02:17:00,2025-11-23 02:25:58,538,INCOMING,70681,7287,3,549220692282892,404908273784856,BSNL,Maharashtra,True,20.474409253696102,75.4173442050427
190,8916722243,7525161353,2025-11-27 18:19:00,2025-11-27 18:19:28,28,MISSED,60284,2769,2,979895556735208,404465916257425,Jio,Gujarat,True,15.869636654407227,82.74709759561507
191,6373319790,8509117667,2025-11-27 06:52:00,2025-11-27 06:53:56,116,SMS,67412,6537,1,415592421093287,404483460668139,Jio,Maharashtra,True,13.489644284894387,71.21231082643789
192,6547953234,7626816041,2025-12-06 16:57:00,2025-12-06 17:06:59,599,INCOMING,37463,8204,1,532831073544804,404025338792627,Vi,Rajasthan,True,26.35545212725323,80.47906828317292
193,8774193433,8609429823,2025-12-02 02:39:00,2025-12-02 02:47:44,524,SMS,36421,7493,1,811251928673722,404788118972730,Airtel,Karnataka,False,26.406688914613287,76.22589502515322
194,7418835909,8601783012,2025-12-20 00:54:00,2025-12-20 00:55:05,65,MISSED,98466,4859,3,783313135805728,404773531265685,Airtel,Karnataka,True,22.12962331637229,81.17647931981459
195,6967797012,6656524997,2025-11-24 15:54:00,2025-11-24 15:54:12,12,MISSED,62249,3122,3,106894478890486,404477431491075,Airtel,Karnataka,True,17.424476656779213,70.82335660862523
196,9654233437,6801299274,2025-12-19 03:03:00,2025-12-19 03:10:19,439,SMS,69897,3370,2,426955130041950,404652391639862,Airtel,Delhi,True,17.587353193802574,85.68766251074277
197,9617711240,6344601334,2025-12-01 10:10:00,2025-12-01 10:15:55,355,SMS,80026,9419,3,118575657871907,404649021265118,Jio,Gujarat,True,23.61529086192383,87.52280144519315
198,9850911749,7708776769,2025-12-24 09:31:00,2025-12-24 09:33:37,157,INCOMING,25705,3374,1,277931774015195,404321544904707,Jio,Delhi,False,26.353764159241234,87.43980139514244
199,6022763342,9509297797,2025-12-22 17:59:00,2025-12-22 18:03:21,261,OUTGOING,51242,9224,3,663453572279152,404400165915127,Airtel,Karnataka,True,26.193382788241877,83.49373297137265
200,9104815077,8871800754,2025-12-01 04:23:00,2025-12-01 04:30:03,423,SMS,48851,1633,3,329529738543950,404870038451591,BSNL,Maharashtra,False,24.478008733721982,72.34155232235138
201,8047065113,7202501042,2025-11-23 16:38:00,2025-11-23 16:39:28,88,SMS,10562,2506,1,478974039276843,404567739029829,Airtel,Maharashtra,False,22.272506338468602,83.64873752672241
202,7390191733,9053517635,2025-11-25 01:56:00,2025-11-25 02:04:38,518,INCOMING,84812,2788,2,494802840658643,404965234831891,Vi,Karnataka,False,13.346239439920781,70.44256449625843
203,7041141872,8275645579,2025-12-04 00:44:00,2025-12-04 00:47:52,232,MISSED,84402,6842,1,647757396658176,404385549677197,BSNL,Delhi,True,14.58605942551382,70.39822392752195
204,7239658815,6374908453,2025-11-21 03:27:00,2025-11-21 03:29:23,143,MISSED,68354,8802,1,107853373917053,404596708457982,Jio,Karnataka,True,26.376867016433266,75.82498394469174
205,8066480995,7377147724,2025-11-30 04:45:00,2025-11-30 04:51:19,379,SMS,18636,5787,3,186450687566725,404762160277495,Airtel,Maharashtra,False,21.70286495455344,78.79557742728399
206,6577306633,8356232452,2025-12-11 07:36:00,2025-12-11 07:40:01,241,SMS,55757,2557,1,477779091023497,404735305833345,BSNL,Delhi,False,12.147152825866074,83.86733352054029
207,7384499212,8940212391,2025-12-07 18:14:00,2025-12-07 18:20:24,384,MISSED,81487,2257,1,136559357871422,404429508372808,Vi,Gujarat,True,13.623544685856514,82.29931677891709
208,9265153808,6501205768,2025-12-01 08:12:00,2025-12-01 08:15:42,222,INCOMING,20181,2116,3,442599259487781,404399890228318,Airtel,Maharashtra,True,22.616028305728893,78.02624871478147
209,9992297264,9653846596,2025-11-21 12:17:00,2025-11-21 12:26:17,557,INCOMING,82687,9901,1,101011071887281,404334719420276,Airtel,Delhi,False,12.080985341539499,74.92527999306999
210,9139051895,6880476065,2025-11-28 18:42:00,2025-11-28 18:51:21,561,MISSED,10664,4360,2,463162588487650,404150007958016,Jio,Rajasthan,False,14.572928822679978,87.9482410028388
211,9183088935,9099233599,2025-12-23 14:28:00,2025-12-23 14:37:22,562,INCOMING,68234,1721,2,288656645041723,404273939518812,Jio,Gujarat,False,20.77974062986538,77.67126344024751
212,6600317767,9555979018,2025-12-14 19:35:00,2025-12-14 19:37:19,139,INCOMING,15749,8085,1,842620248728804,404059268560699,BSNL,Delhi,False,23.070323163083092,78.12496643793416
213,6702896925,9543917858,2025-12-04 00:10:00,2025-12-04 00:19:02,542,MISSED,85559,7520,1,472546263858340,404018192157522,Jio,Rajasthan,False,22.43138015204161,72.94522878145004
214,8857000314,8721972301,2025-12-05 00:05:00,2025-12-05 00:06:20,80,SMS,37180,3207,2,188524928991832,404380890507665,Vi,Maharashtra,False,15.588308951368957,84.30657187749873
215,9507267879,7941104455,2025-11-22 23:56:00,2025-11-23 00:01:52,352,INCOMING,77990,1114,2,985273134789223,404059698617119,Vi,Karnataka,True,23.394867541560572,82.48628006406679
216,7987194546,8680495740,2025-12-19 20:31:00,2025-12-19 20:33:24,144,OUTGOING,75688,3345,1,972623708772192,404096373674558,Vi,Rajasthan,False,15.795985399948801,73.97385303019769
217,8159167630,8480284640,2025-11-21 00:57:00,2025-11-21 00:58:07,67,INCOMING,22580,5854,3,744968175175824,404963754077166,Jio,Rajasthan,True,17.206395170548284,71.48285882108517
218,7648800246,8284310465,2025-12-04 09:44:00,2025-12-04 09:45:17,77,OUTGOING,45744,2958,2,741896033415988,404443365288039,Jio,Rajasthan,False,23.943862481888388,82.24898743734484
219,8681081778,8331520038,2025-12-06 12:36:00,2025-12-06 12:40:11,251,OUTGOING,31122,4697,1,389937915683013,404572660083266,Vi,Gujarat,False,22.394126384755435,81.78120185706044
220,8695985542,9137684658,2025-11-21 06:30:00,2025-11-21 06:32:03,123,SMS,66477,9857,3,205311282625065,404821054856691,Airtel,Karnataka,False,25.58757456790685,74.91867148596776
221,9410312206,9773683310,2025-11-29 08:19:00,2025-11-29 08:20:37,97,OUTGOING,82136,6969,1,406336375248160,404990304142234,Airtel,Delhi,True,22.521806276805492,87.1155441205074
222,9386999203,6651438629,2025-11-21 06:09:00,2025-11-21 06:11:37,157,MISSED,91754,7929,2,519705543001184,404664620188598,Airtel,Rajasthan,False,21.092937653367546,72.71904205205621
223,6614730016,6144020733,2025-11-30 02:14:00,2025-11-30 02:19:09,309,OUTGOING,74748,9156,1,391111036013141,404282447609353,BSNL,Gujarat,False,13.49879628524948,77.78202641876683
224,8121634308,9765679738,2025-11-25 09:32:00,2025-11-25 09:39:34,454,INCOMING,54689,2107,3,298418131446565,404601770581150,Jio,Rajasthan,False,17.883452848950938,86.98508656301678
225,7627026222,9635484899,2025-11-30 20:25:00,2025-11-30 20:31:30,390,MISSED,50563,1671,3,653518752798935,404770505481911,Jio,Karnataka,True,16.243237882907607,77.5550917046702
226,8157312014,9424357532,2025-12-16 17:52:00,2025-12-16 17:59:56,476,INCOMING,73431,8872,2,186342371441924,404670999525422,Vi,Maharashtra,True,15.903834294065337,81.49346705795354
227,7756449091,9102051147,2025-11-29 09:42:00,2025-11-29 09:46:20,260,INCOMING,74906,3439,3,679084943118465,404664178671710,Airtel,Karnataka,True,27.56816887603913,77.1566991633303
228,8570291826,8980485874,2025-11-29 21:26:00,2025-11-29 21:30:31,271,SMS,34423,4429,3,425058340846883,404108455651114,Jio,Delhi,True,18.289563594668167,74.93587364227606
229,8572811546,7484752964,2025-12-22 11:43:00,2025-12-22 11:50:36,456,INCOMING,97785,2445,2,406296372670474,404444887280165,Airtel,Gujarat,True,26.272744882833813,87.7115976632769
230,6976465029,7721643719,2025-12-06 06:37:00,2025-12-06 06:45:11,491,INCOMING,78764,3870,1,337590985179950,404386320640301,BSNL,Delhi,True,22.098218015956206,77.36801211367077
231,8641191274,6658639243,2025-12-09 17:01:00,2025-12-09 17:09:19,499,MISSED,93086,4421,1,989339920984204,404444554406845,Jio,Rajasthan,True,24.716980856666375,86.09378566622442
232,6432909521,8626175960,2025-11-28 14:28:00,2025-11-28 14:34:57,417,MISSED,26823,7508,1,728783289917038,404446127375163,Jio,Maharashtra,True,20.042193489683072,74.13918290603955
233,8546756266,6439000043,2025-12-18 13:36:00,2025-12-18 13:39:38,218,SMS,15131,2990,2,259858333793263,404291156196484,Vi,Delhi,True,21.230462154021744,73.8358846724515
234,9962104695,6098881316,2025-12-02 02:14:00,2025-12-02 02:22:51,531,INCOMING,20794,8517,3,547808972783742,404454284045296,BSNL,Gujarat,False,19.880283101101824,70.56041349192121
235,8475139675,7608187678,2025-11-28 02:39:00,2025-11-28 02:41:04,124,MISSED,72614,7256,2,572210475374472,404120706821581,BSNL,Maharashtra,True,15.123887804768712,81.73000285676594
236,9609660712,9975286485,2025-12-03 12:14:00,2025-12-03 12:16:30,150,MISSED,33795,1461,2,868603513828758,404000486353709,BSNL,Karnataka,False,23.559233844184085,76.6334741870277
237,7013208676,6710905177,2025-11-29 15:19:00,2025-11-29 15:28:53,593,OUTGOING,33727,4813,3,670015974865315,404780986076118,BSNL,Rajasthan,False,16.492357799053693,85.55844849711346
238,9954985784,7426557952,2025-12-18 23:28:00,2025-12-18 23:37:30,570,OUTGOING,86086,1982,2,530176672075701,404232904890738,Jio,Maharashtra,False,12.389055462903261,78.51777832044803
239,8539508647,8610886542,2025-12-16 23:06:00,2025-12-16 23:15:51,591,SMS,67295,7019,3,393107377253806,404862189987124,BSNL,Delhi,True,22.327556734514687,87.42748170246499
240,7439661192,6882958537,2025-12-12 09:44:00,2025-12-12 09:48:54,294,SMS,51549,9602,3,156797138296610,404268068255987,BSNL,Rajasthan,True,14.833770870512783,73.33945928265618
241,8308096536,9708782169,2025-11-24 01:46:00,2025-11-24 01:47:19,79,INCOMING,96659,6228,2,699789888085894,404899713343962,BSNL,Rajasthan,False,27.04733734964663,85.635217023201
242,9167543713,9944733018,2025-11-30 14:10:00,2025-11-30 14:13:17,197,SMS,32487,4083,2,256201892059775,404730285515706,Jio,Gujarat,False,27.262857232041398,83.97874335025135
243,7943212907,9920229114,2025-12-18 16:26:00,2025-12-18 16:30:11,251,INCOMING,60393,1493,1,390022672503987,404846254067188,Airtel,Maharashtra,True,26.637830243527176,83.87659320359293
244,9929233239,7337767072,2025-12-22 21:57:00,2025-12-22 22:03:48,408,OUTGOING,26198,3753,1,619728754757916,404267480200170,Jio,Gujarat,False,17.92253920408711,85.20609810610398
245,8715554453,6945310361,2025-12-21 01:48:00,2025-12-21 01:57:12,552,MISSED,56046,6525,2,707597051920241,404912745720880,Vi,Gujarat,True,12.247305864461879,83.69843183697398
246,6764658630,7971342696,2025-12-12 02:43:00,2025-12-12 02:47:14,254,OUTGOING,91418,2737,1,877013517062291,404506207560021,Jio,Rajasthan,False,26.853097001403604,81.27196578936548
247,6366574043,8298106942,2025-11-21 13:56:00,2025-11-21 14:01:19,319,OUTGOING,37277,2961,3,987014618101095,404207445184838,Jio,Karnataka,False,18.85094637307703,72.36240779828297
248,8557159168,7331168991,2025-11-24 22:34:00,2025-11-24 22:38:51,291,OUTGOING,34764,1865,3,496745142045106,404527421047735,BSNL,Rajasthan,False,27.46647710469871,70.58547123084253
249,9857113810,7500605757,2025-12-16 09:46:00,2025-12-16 09:49:43,223,INCOMING,57987,2362,1,108931248048797,404122943335728,Vi,Delhi,False,27.417919633428046,86.57526126068237
250,6156979628,7622320604,2025-11-20 13:05:00,2025-11-20 13:05:34,34,OUTGOING,86987,9702,2,488255751675023,404719782632466,Jio,Karnataka,False,25.64815128747776,81.09970566137329
251,6282216465,7262912256,2025-12-10 20:30:00,2025-12-10 20:31:40,100,MISSED,36728,3373,3,375211686286706,404749590539249,Vi,Gujarat,True,16.711182273113373,84.33767123757117
252,8252239041,8295470581,2025-11-25 12:36:00,2025-11-25 12:39:13,193,SMS,98384,9122,2,614414594266224,404487465954525,Jio,Rajasthan,False,18.161563657630804,78.6674023272259
253,8403636901,9287180210,2025-12-19 16:32:00,2025-12-19 16:36:09,249,SMS,34346,4353,1,613738660445827,404551191891207,Jio,Karnataka,False,25.61818674426971,72.1115474013231
254,9701341084,6324284470,2025-12-19 05:33:00,2025-12-19 05:33:02,2,INCOMING,46974,7644,3,275263670648450,404134313513737,BSNL,Maharashtra,False,17.07075208250044,72.25334425964591
255,7162839497,9854434258,2025-12-09 17:12:00,2025-12-09 17:13:48,108,SMS,44055,5089,3,424826343266465,404531720171488,Vi,Rajasthan,True,14.71188394697748,82.34017517012148
256,6109033558,6670670299,2025-11-27 13:17:00,2025-11-27 13:20:49,229,OUTGOING,51707,3815,3,213385916724401,404578355674460,BSNL,Gujarat,False,20.908820199333604,77.74550610819033
257,7752280071,6116376384,2025-12-10 07:57:00,2025-12-10 07:59:15,135,MISSED,85063,1542,1,576330006358774,404284460300247,BSNL,Delhi,False,26.978476386572495,73.60944508060606
258,6842299350,8885757370,2025-12-08 03:00:00,2025-12-08 03:03:34,214,OUTGOING,98280,1922,1,371570866782204,404305389820981,Airtel,Maharashtra,False,23.136476746799566,78.84870184134587
259,7457158904,9435613422,2025-11-27 17:31:00,2025-11-27 17:36:16,316,MISSED,29971,8906,2,958599089052226,404217551887968,Jio,Rajasthan,False,21.12097872142984,71.15576086735241
260,8391101019,7022987246,2025-12-09 14:02:00,2025-12-09 14:06:49,289,SMS,56409,2520,3,415706910476383,404376764267597,Jio,Maharashtra,False,13.554823900332297,80.47548523445917
261,8590713119,9675188343,2025-12-11 18:31:00,2025-12-11 18:31:48,48,MISSED,33751,3621,3,587280490400234,404615886213571,BSNL,Delhi,False,21.840115627186716,74.84188127983175
262,8869403812,6605941941,2025-12-22 08:35:00,2025-12-22 08:42:17,437,MISSED,68846,9508,3,620981278446477,404954874266422,BSNL,Maharashtra,True,27.840861601668212,84.35606381146938
263,9849733039,6373340113,2025-12-15 23:06:00,2025-12-15 23:13:37,457,OUTGOING,14201,3928,1,126416768618825,404028930490016,Vi,Rajasthan,True,14.241344243784384,75.58651526062432
264,6892864662,9642682452,2025-11-30 14:34:00,2025-11-30 14:36:30,150,MISSED,65313,9136,3,892275964546671,404536340243346,Vi,Gujarat,True,20.29327443781979,78.19396268347242
265,8504144419,8761344284,2025-12-06 02:27:00,2025-12-06 02:32:20,320,INCOMING,17056,2828,2,797896554319953,404008206067584,Vi,Delhi,False,26.03796915084729,70.2091697183458
266,9510893358,8683329220,2025-12-08 06:12:00,2025-12-08 06:18:53,413,OUTGOING,11434,2845,1,477765291052554,404555610108610,Airtel,Delhi,True,23.85229788406727,71.30404398030205
267,8535297494,6147008630,2025-11-21 01:33:00,2025-11-21 01:35:45,165,OUTGOING,46539,5783,2,162690825241380,404711993197823,Airtel,Delhi,False,23.152251855924288,77.06488401532033
268,8371024605,7558033288,2025-12-16 04:55:00,2025-12-16 04:56:36,96,INCOMING,28123,9571,3,659521972810804,404735382198114,Airtel,Delhi,True,23.23974534379375,78.63889902490823
269,9279661909,9349038443,2025-12-03 05:35:00,2025-12-03 05:43:15,495,INCOMING,18684,9567,3,791692088767056,404865718418589,Airtel,Gujarat,True,17.751858419516083,80.80036986614746
270,8093501047,9842072557,2025-12-09 12:42:00,2025-12-09 12:43:32,92,SMS,73859,2712,2,824438255061712,404485427809394,Vi,Karnataka,False,16.697469508231894,75.24992641676747
271,8200988880,7153960461,2025-12-06 17:53:00,2025-12-06 18:01:51,531,MISSED,90871,7095,3,999437197560359,404831649456364,Vi,Delhi,False,24.949778487656218,82.50967395027777
272,7728939288,7107619174,2025-12-10 03:58:00,2025-12-10 04:02:20,260,MISSED,43863,4085,3,202014661744373,404093780311274,Vi,Delhi,False,24.961814314866892,85.48220314940568
273,7811204589,6568122009,2025-12-19 03:40:00,2025-12-19 03:42:06,126,INCOMING,53943,2222,3,993270266997345,404922057253668,Jio,Maharashtra,False,25.87315709728166,84.0373178000803
274,6078987338,9532970821,2025-12-11 23:35:00,2025-12-11 23:40:42,342,SMS,94152,5813,2,363147556923433,404427341045800,Airtel,Karnataka,True,26.61184884090354,70.71313885627043
275,7177058213,6288516129,2025-11-30 22:41:00,2025-11-30 22:44:06,186,MISSED,98343,2329,3,834544227358372,404654971624421,Airtel,Gujarat,False,20.181478381775005,78.64912505064092
276,9563713913,9093246539,2025-12-23 12:42:00,2025-12-23 12:43:04,64,SMS,94938,6832,1,106966894706292,404451572941141,Jio,Rajasthan,True,20.024260714995194,71.88874321152714
277,6587919316,7132513306,2025-12-12 03:30:00,2025-12-12 03:35:13,313,INCOMING,11873,9974,3,118310522462817,404049963775724,BSNL,Maharashtra,True,24.772722863468402,74.3568102855255
278,8856310776,8122890036,2025-12-17 03:32:00,2025-12-17 03:32:24,24,MISSED,16227,8550,3,418611726232457,404742334016912,Vi,Gujarat,True,22.399422892444242,87.75992667880864
279,7798605721,7736805332,2025-11-23 02:40:00,2025-11-23 02:41:54,114,OUTGOING,27389,6940,2,484673466970813,404521503673901,Jio,Maharashtra,True,23.231470036123255,72.56491977222724
280,6201717311,7519865985,2025-12-13 11:28:00,2025-12-13 11:37:01,541,OUTGOING,92132,7073,3,535389247035189,404456058400448,Airtel,Karnataka,True,24.732682710977617,78.97998676212441
281,6355617586,6387994292,2025-12-07 06:49:00,2025-12-07 06:57:03,483,SMS,21293,6642,1,149631658464626,404107667312668,BSNL,Maharashtra,True,26.24008546908106,81.12680321772615
282,7672011924,9595226890,2025-11-27 01:19:00,2025-11-27 01:20:30,90,INCOMING,25612,4656,3,484828706855587,404484135297210,Vi,Maharashtra,True,17.407922509624573,82.64436946979387
283,7276128038,8621668071,2025-11-28 18:37:00,2025-11-28 18:45:03,483,MISSED,78811,4763,2,786513571156022,404476544174743,Vi,Karnataka,False,18.009327242239102,80.07367630276445
284,6579826069,9146373188,2025-11-29 12:01:00,2025-11-29 12:07:24,384,MISSED,35202,8626,2,353957255175715,404904498972386,Vi,Rajasthan,True,13.503711037453904,70.1758752535453
285,9614342387,6220872170,2025-12-02 16:27:00,2025-12-02 16:33:45,405,OUTGOING,93276,5021,1,714972729187261,404862304501913,Vi,Rajasthan,False,21.252482255938784,75.87630354839186
286,8036833729,6457836020,2025-12-02 01:12:00,2025-12-02 01:12:35,35,SMS,94523,1030,2,531318118447816,404170631271440,Jio,Gujarat,False,12.575076380747873,79.3188095809248
287,7772934784,8128119000,2025-12-10 16:51:00,2025-12-10 16:53:47,167,SMS,49704,6648,3,663210608124842,404444249200681,BSNL,Delhi,True,19.449568290119363,71.581596984607
288,7974317080,7058288678,2025-12-03 10:43:00,2025-12-03 10:45:33,153,OUTGOING,13854,4492,1,204603151544450,404462545199275,BSNL,Rajasthan,True,20.682314155321226,76.31128476176525
289,7168854493,6022564965,2025-12-17 22:58:00,2025-12-17 23:01:50,230,SMS,91031,9506,1,481947589450251,404078660593252,Airtel,Rajasthan,True,16.58466003405255,70.5976559582446
290,6393341995,9467886522,2025-11-26 11:23:00,2025-11-26 11:29:29,389,OUTGOING,72923,1849,3,399045525134128,404810846934032,BSNL,Gujarat,True,21.453332169104172,71.41441294879037
291,8965933624,7915580214,2025-11-27 21:50:00,2025-11-27 21:58:24,504,INCOMING,81608,3325,1,750960455730493,404343051690199,Jio,Rajasthan,False,12.48800399902479,77.14461897162873
292,9257270610,9144881927,2025-12-01 01:07:00,2025-12-01 01:08:07,67,SMS,65139,5142,2,715583946820244,404346426836694,Airtel,Delhi,True,12.59757101998743,72.38888357277509
293,9110000100,8973305205,2025-12-18 18:24:00,2025-12-18 18:30:48,408,SMS,83630,1482,1,552791984513733,404855770807832,Airtel,Maharashtra,False,25.161608970554532,80.21573526870804
294,9879918033,8102064216,2025-12-24 08:49:00,2025-12-24 08:58:07,547,INCOMING,74065,2361,3,489128091721580,404107543519278,Airtel,Rajasthan,True,17.763050262580208,82.41036944447079
